Subject,Object,Rel,Count
Absorber,CdTe,APL-CHM,145
Absorber,Chalcogenide,APL-CHM,31
Absorber,Chalcopyrite,APL-CHM,117
Absorber,Cl,APL-CHM,68
Absorber,Co,APL-CHM,83
Absorber,Coal,APL-CHM,80
Absorber,Copper,APL-CHM,233
Absorber,Cr,APL-CHM,58
Absorber,Cu,APL-CHM,527
Absorber,"Cu(In,Ga)(S,Se)2",APL-CHM,55
Absorber,"Cu(In,Ga)Se2",APL-CHM,206
Absorber,Cu2O,APL-CHM,38
Absorber,"Cu2ZnSn(S,Se)4",APL-CHM,45
Absorber,Cu2ZnSnS4,APL-CHM,89
Absorber,Cu2ZnSnSe4,APL-CHM,53
Absorber,CuGaSe2,APL-CHM,40
Absorber,CuInS2,APL-CHM,74
Absorber,CuInSe2,APL-CHM,72
Absorber,CuS,APL-CHM,31
Absorber,CuSCN,APL-CHM,37
Absorber,Diamonds,APL-CHM,88
Absorber,Ethanol,APL-CHM,45
Absorber,F,APL-CHM,47
Absorber,FTO,APL-CHM,169
Absorber,Fe,APL-CHM,139
Absorber,Fe3O4,APL-CHM,81
Absorber,Ferrite,APL-CHM,56
Absorber,Fluorine,APL-CHM,40
Absorber,Fullerene,APL-CHM,40
Absorber,Ga,APL-CHM,216
Absorber,GaAs,APL-CHM,83
Absorber,Gallium,APL-CHM,59
Absorber,Ge,APL-CHM,83
Absorber,Graphene,APL-CHM,181
Absorber,Graphene Oxide,APL-CHM,55
Absorber,Graphite,APL-CHM,81
Absorber,H2,APL-CHM,72
Absorber,H2O,APL-CHM,129
Absorber,H2S,APL-CHM,78
Absorber,HCl,APL-CHM,33
Absorber,Halide Perovskite,APL-CHM,47
Absorber,Halides,APL-CHM,151
Absorber,Hydrogen,APL-CHM,193
Absorber,I-ZnO,APL-CHM,41
Absorber,ITO,APL-CHM,152
Absorber,Indium,APL-CHM,71
Absorber,Indium-Tin Oxide,APL-CHM,37
Absorber,Iodide,APL-CHM,32
Absorber,Iodine,APL-CHM,38
Absorber,Iron,APL-CHM,88
Absorber,Kesterite,APL-CHM,43
Absorber,Li,APL-CHM,45
Absorber,LiBr,APL-CHM,85
Absorber,Lithium Bromide,APL-CHM,57
Absorber,MAPbI3,APL-CHM,90
Absorber,MDEA,APL-CHM,40
Absorber,MEA,APL-CHM,172
Absorber,Metal Oxide,APL-CHM,39
Absorber,Methane,APL-CHM,35
Absorber,Methanol,APL-CHM,38
Absorber,Methylammonium,APL-CHM,54
Absorber,Mg,APL-CHM,49
Absorber,MgF2,APL-CHM,31
Absorber,Mn,APL-CHM,45
Absorber,Mo,APL-CHM,377
Absorber,MoS2,APL-CHM,51
Absorber,MoSe2,APL-CHM,42
Absorber,Molybdenum,APL-CHM,73
Absorber,Monoethanol Amine,APL-CHM,96
Absorber,N2,APL-CHM,127
Absorber,NH3,APL-CHM,79
Absorber,NO,APL-CHM,31
Absorber,Na,APL-CHM,119
Absorber,NaCl,APL-CHM,35
Absorber,NaF,APL-CHM,48
Absorber,NaOH,APL-CHM,38
Absorber,Ni,APL-CHM,152
Absorber,NiO,APL-CHM,38
Absorber,Nickel,APL-CHM,51
Absorber,Nitrogen,APL-CHM,127
Absorber,O,APL-CHM,121
Absorber,O2,APL-CHM,79
Absorber,Oxides,APL-CHM,135
Absorber,Oxygen,APL-CHM,200
Absorber,P3HT,APL-CHM,56
Absorber,PCBM,APL-CHM,80
Absorber,PEDOT,APL-CHM,85
Absorber,PMMA,APL-CHM,49
Absorber,PZ,APL-CHM,38
Absorber,Pb,APL-CHM,98
Absorber,PbI2,APL-CHM,52
Absorber,PbS,APL-CHM,34
Absorber,Perovskites,APL-CHM,636
Absorber,Polyimides,APL-CHM,41
Absorber,Pt,APL-CHM,71
Absorber,Quartz,APL-CHM,68
Absorber,SO2,APL-CHM,41
Absorber,Sb,APL-CHM,45
Absorber,Se,APL-CHM,224
Absorber,Selenium,APL-CHM,72
Absorber,Si,APL-CHM,316
Absorber,SiC,APL-CHM,52
Absorber,SiO2,APL-CHM,162
Absorber,Silica,APL-CHM,80
Absorber,Silicon,APL-CHM,403
Absorber,Silver,APL-CHM,100
Absorber,Sn,APL-CHM,220
Absorber,SnO2,APL-CHM,108
Absorber,SnS,APL-CHM,64
Absorber,Soda Lime,APL-CHM,34
Absorber,Sodium,APL-CHM,70
Absorber,Spiro OMeTAD,APL-CHM,63
Absorber,Sulfide,APL-CHM,33
Absorber,Sulfur,APL-CHM,136
Absorber,TCO,APL-CHM,72
Absorber,Ta,APL-CHM,44
Absorber,Terahertz,APL-CHM,43
Absorber,Ti,APL-CHM,94
Absorber,TiN,APL-CHM,31
Absorber,TiO2,APL-CHM,369
Absorber,Tin,APL-CHM,50
Absorber,Tin Oxide,APL-CHM,37
Absorber,Titanium,APL-CHM,30
Absorber,Tungsten,APL-CHM,45
Absorber,Zinc Oxide,APL-CHM,41
Absorber,Zn,APL-CHM,207
Absorber,ZnO,APL-CHM,435
Absorber,ZnS,APL-CHM,89
Absorber,ZnSe,APL-CHM,44
Absorber Column,CO2,APL-CHM,49
Absorber Layer,Ag,APL-CHM,90
Absorber Layer,Al,APL-CHM,98
Absorber Layer,Aluminum,APL-CHM,34
Absorber Layer,Au,APL-CHM,63
Absorber Layer,CH3NH3PbI3,APL-CHM,52
Absorber Layer,CIGS,APL-CHM,154
Absorber Layer,CIGSSe,APL-CHM,38
Absorber Layer,CIS,APL-CHM,36
Absorber Layer,CZTSSe,APL-CHM,63
Absorber Layer,Carbon,APL-CHM,56
Absorber Layer,Cd,APL-CHM,38
Absorber Layer,CdS,APL-CHM,216
Absorber Layer,CdTe,APL-CHM,109
Absorber Layer,Chalcopyrite,APL-CHM,73
Absorber Layer,Copper,APL-CHM,82
Absorber Layer,Cu,APL-CHM,257
Absorber Layer,"Cu(In,Ga)Se2",APL-CHM,140
Absorber Layer,Cu2ZnSnS4,APL-CHM,90
Absorber Layer,Cu2ZnSnSe4,APL-CHM,41
Absorber Layer,CuInS2,APL-CHM,58
Absorber Layer,CuInSe2,APL-CHM,54
Absorber Layer,FTO,APL-CHM,62
Absorber Layer,Ga,APL-CHM,112
Absorber Layer,Gallium,APL-CHM,39
Absorber Layer,Halides,APL-CHM,43
Absorber Layer,Hydrogen,APL-CHM,59
Absorber Layer,ITO,APL-CHM,86
Absorber Layer,Indium,APL-CHM,46
Absorber Layer,Kesterite,APL-CHM,30
Absorber Layer,MAPbI3,APL-CHM,38
Absorber Layer,Mo,APL-CHM,189
Absorber Layer,Molybdenum,APL-CHM,32
Absorber Layer,Na,APL-CHM,54
Absorber Layer,Nitrogen,APL-CHM,31
Absorber Layer,Oxides,APL-CHM,62
Absorber Layer,Oxygen,APL-CHM,61
Absorber Layer,PCBM,APL-CHM,36
Absorber Layer,PEDOT,APL-CHM,40
Absorber Layer,Perovskites,APL-CHM,275
Absorber Layer,Se,APL-CHM,141
Absorber Layer,Selenium,APL-CHM,51
Absorber Layer,Si,APL-CHM,111
Absorber Layer,Silicon,APL-CHM,184
Absorber Layer,Sn,APL-CHM,119
Absorber Layer,SnO2,APL-CHM,51
Absorber Layer,SnS,APL-CHM,44
Absorber Layer,Soda Lime,APL-CHM,35
