Subject,Object,Rel,Count
Array,HCP,DSC-SPL,33
Array,Hexagonal,DSC-SPL,531
Array,Hexagonally,DSC-SPL,35
Array,Perovskites,DSC-SPL,101
Array,Rutile,DSC-SPL,112
Array,T,DSC-SPL,36
Array,Tetragonal,DSC-SPL,41
Array,Wurtzite,DSC-SPL,35
As Cast,Austenite,DSC-SPL,43
As Cast,BCC,DSC-SPL,33
As Cast,FCC,DSC-SPL,44
As Cast,β,DSC-SPL,33
As Deposited,Anatase,DSC-SPL,276
As Deposited,Austenite,DSC-SPL,49
As Deposited,Austenitic,DSC-SPL,32
As Deposited,B2,DSC-SPL,31
As Deposited,BCC,DSC-SPL,101
As Deposited,Chalcopyrite,DSC-SPL,52
As Deposited,Cubic,DSC-SPL,423
As Deposited,FCC,DSC-SPL,252
As Deposited,Face Centered Cubic,DSC-SPL,67
As Deposited,HCP,DSC-SPL,97
As Deposited,Hexagonal,DSC-SPL,314
As Deposited,Hexagonal Wurtzite,DSC-SPL,38
As Deposited,L10,DSC-SPL,56
As Deposited,Martensite,DSC-SPL,59
As Deposited,Martensitic,DSC-SPL,38
As Deposited,Monoclinic,DSC-SPL,176
As Deposited,Orthorhombic,DSC-SPL,144
As Deposited,Perovskites,DSC-SPL,203
As Deposited,Rhombohedral,DSC-SPL,32
